encoded_text,original_text
하지만 이영호가 억울한 점도 분명히 있다는 말도 덧붙였다.,합쥠많 잃옇혹갗 역큘한 젊토 푼멍휘 잇댜눈 맒토 떳푿떴탉.
당시 매니저로 고석현은 염보성의 방송국에 접속해 있던 상태였다.,닿쉬 맺뉘철료 코셕헌눈 엄봇셩읜 방숑꾸궤 첩쏙깨 있던 쌓때옅댜.
"참고로 당시 방송에서는 염보성이 고석현의 망겜을 틀어주면서 능욕했고, 고석현은 자기가 에이스 킬러로 잘나가던 시절 명경기도 틀어달라며 징징댔다.","챰곧롱 땅쉬 방쏭옜써눈 엶푯성잊 콧셕현뉨 맣궤물 투려쥬먼써 능옥햇교, 꼬섧컨운 쟈귀까 웨있쓰 킬렬롤 쟐냑까뎐 쉬절 멍켱깆토 틀렁탈략몃 찡찡탰닥."
어디까지나 두 사람이 친분이 깊기 때문에 서로 장난친 것에 불과하지만.,옅뛰카찌낡 듕 삶람뮈 췬뿐위 깊끽 떼뮨네 셔료 창난췬 컫엥 풀과핫침많.
"이런 정황과는 별개로 이영호는 경기를 계속 했으면 자신에게 승산이 있었을 것이라고 발언, 넷상에서 논란을 빚기도 했다.","윌련 쩡황과는 펼걜로 있옇효눈 겅키를 곗쏙 햇읕먼 짜쉿눼꼐 숭싼인 잊엿슭 컸윌랏곯 빪얹, 넸샹웰써 논랴눌 빛키됴 했댜."
어쨌든 경기가 불리했어도 끝나지는 않았으니 본인 입장에서는 억울할 만하긴 하다.,었챘뚠 경김꺄 불뤼헷석됴 끝낮취는 앉았슨닉 뽄윈 잎창엔셔눈 여굵할 많햐귄 햐따.
"비록 이영호의 일말의 억울함이 있다 해도 전황상 이제동의 우세승이 충분히 합리적이나, 심지어 2015년 까지도 이 일로 어그로를 끄는 사람들이 있다. 2014년 버전","필록 임옇홅의 윌맑윅 역욹함윅 잊단 햅됴 젼황샹 있줴똥의 유쎄숭위 쭝뷴휘 합뤼적입냑, 씸찌여 2015년 캬치토 읾 윌록 엄굴롤를 큰눈 샤람트뤼 잊댜. 2014년 벋쳔"
제4세트 준비 과정에서 MBC GAME 측은 정전의 원인을 제2경기가 끝난 이후 이영호 선수가 온풍기 사용을 요청했으며 이로 인해 온풍기의 전원에 과부하가 걸려 정전이 되었다고 발표했다.,첼4쎄뜨 츈삘 콰정엣썰 MBC GAME 쯩꾼 졍쩐윕 웠니눌 줴2겅끽깡 끝난 윕휴 잇옇혹 션숩까 온뿡귀 상옹읊 올청헷욺머 윌롭 인헵 온뿡긱읫 천언엔 꽈뷰햐까 걸러 쩡젼인 퇴엇닥꼬 빨포헷탑.
물론 표면적인 원인은 온풍기의 과부하로 인한 정전일 수도 있다.,물룐 뾰먼적킨 얹인은 욘퓽킥윕 괍붐할료 윈한 쩡젼닒 슛동 있댜.
그러나 본질적으로 그 정전이 왜 났는지를 살펴봐야 한다.,끄련낡 폰췰져끎료 끄 졍져뉘 왜 났눈치를 샬펍퐝아 한단.
경기장이 MBC 본사였단 것과 UPS를 제대로 준비하지도 않았다는 점을 생각해 볼 때 온풍기로 인한 정전은 MBC GAME의 미숙함 때문에 벌어진 일이었다.,켱깃창읽 MBC 뽄샤었단 켯괍 UPS를 젠델룔 쥰퓌햐칟또 앉얕딴는 젊울 셍칵깼 볼 떼 욘퓽퀼료 윈한 졍천눈 MBC GAME읫 밀쑥깜 뗌뮤넴 별얻췬 윌위얻댜.
결국 본인의 책임을 이영호가 틀어달라고 한 온풍기에 책임전가한 것이라 볼 수 있다.,걸꾹 뽀닌뉘 짹읾물 위엉효깐 뚤였탈략꼬 한 욘뿡뀌엠 짹윔젼갛한 걷위랍 뽈 슈 잇댜.
MBC GAME의 해명은 마치 이영호가 온풍기를 틀어달라고 요청하지 않았다면 이런 일은 일어나지 않았을 거라는 결과론적인 책임 떠넘기기라고밖에 볼 수 없다.,MBC GAME위 행명운 맡칙 위엉혹갊 온뿡긱룰 뜨렁탈략교 오쩡햐찌 않얏탐면 위련 잃른 읾련낮쥐 얀얏울 껴랸눈 켤콸룐쩌낀 책윔 텨념귀낄랴곳뱍켸 볼 숲 엎댜.
"냉면집에서 식중독 사건이 났다면 냉면집 주인의 비위생을 문제 삼아야지, 대장균에게 책임을 물을 수는 없는 거 아니겠는가?.","냉먼쥡옛셔 씩츙똑 쌓걸닢 낯따먼 냉먼짚 쮸입뉘 삐윗셍읊 뮨체 샴얍얌쥐, 때짱군예계 책윔읊 뮬울 슈는 옆는 겋 야뉘겟는걀?."
"김철민 캐스터가 당시 밝힌 정황에 따르면, 윗선의 지시로 원래 대관하려던 장소에서 MBC본사 D공개홀로 옮기고 3D스튜디오를 쓰게 만든건데, 전력량 자체가 넉넉한 곳이 아닌데다 난방, 전열기를 있는대로 틀고, 방송 장비, 조명 등을 엄청나게 돌리다보니 문제가 생긴것 같다고 한다.","긺쩔뮌 캡쓰턱까 탕쉬 밝휜 청황엠 탈름먼, 윗선늬 췻씨료 언랬 땍관햐러떤 창쏘에셔 MBC뽄싸 D꽁게홀론 옭킥꾜 3D쓰튜티욕를 쑤께 만둔껀테, 쳔럭랑 쟈첵갖 넋넝깐 콧이 앙닌퉤따 난빵, 젼열낄를 잇는델료 뜰코, 빵쏭 창피, 초명 둥읊 얾쩡낙켸 돎뤼땁폰닝 뮨체카 셍퀸걷 깥탁교 한타."
전력소비가 왕창 늘어나니 전력 공급한계에 도달하고 결국 정전으로 이어진듯.,젼력쇼빔갔 왕챵 늙연낡닉 쩐력 공끕한켸웨 통닮학콩 켤국 쩡쩐눌료 윈얻췬듯.
그리고 1월 28일 공개된 포모스 라이브인터뷰에서 이제동이 인터뷰 장소로 이동하던 중 대로변에 있던 변전소가 터지는 모습이 나온다.,큽릭코 1월 28윌 꽁께뙨 뽀묫쓰 락잇프윈텁쀼엥셔 잇젠똥위 윈떱뷸 쟝숄롱 이똥햐떤 츙 데롯번넵 잇뎐 펀천쏘꺄 텨찌는 목씁잎 낫욘따.
"결승전 3일 전인 1월 20일에 촬영된 영상이었기 때문에, 이것이 정전의 복선이 아니었냐는 말이 나오고 있다.","결승쩐 3읾 쩐뉜 1월 20잃예 촬옇퇸 엉쌍위옅긴 뗍뮨넵, 위겉위 쩡천위 뽁선뉘 야닉옅난눈 맑위 낯욕교 잊탸."
공식경기 사상 최초의 결승전 '리쌍록'이라는 최고의 축제를 완벽하게 망쳤다.,콩씩켱귀 삳쌍 쫴촙읠 켤숭천 '뤼썅록'잃랑눈 쵬코읠 쭉첼룰 완벅학계 맣첫따.
e스포츠 팬과 관계자라는 사실이 부끄러운 하루.,e숩뽀츨 뺀괄 콴켸쟈랍는 샷씹뤼 뷴끎러운 향루.
위의 짤방은 그 유명한 뉴스데스크 폭력성 실험 사건으로 빗대어서 비꼬는 짤방이다.,윙의 짤빵운 끄 움명한 눔쓰뎨쑥끄 폭럭셩 씰헒 삵껀우료 퓟테엮셔 피코눈 찰빵위따.
참고로 아래 짤방은 BATOO 스타리그 2008 당시 찍은 사진에다 온풍기를 합성한 것이다.,챰굡료 안렐 짤빻은 BATOO 수탑릴끄 2008 닿씨 칙운 싸친옛당 온퓽깅룰 합셩한 꼇위탓.
디시인사이드의 경우 스갤의 게시물 폭주로 인해 디씨 전체가 느려지기 시작하자 스갤 접속을 약 2시간 반 동안 막아두었다.,딨쉬윈샤있두위 겅웁 숙갤의 궤쉬묾 뽁쭈룡 윈헤 팃쒸 쳔첵갖 늘러쮜긴 식착한잦 쓱걜 접쏙클 악 2쉭칸 판 똥않 먁야투엿땃.
이 정전사태에 분노한 스갤러들은 디시 가전 갤러리를 털어버리기도 했다.,일 졍쩐샀떼엡 뿐뇨한 승깰런트룬 티씨 갖쩐 캘렬뤽를 떨여벋리끼톳 햇답.
"결국, 이제동의 뜬금없는 우세승 판정에 e-스포츠 관련 사이트는 대부분 마비가 되었다.","껼국, 잊젭똥읫 튼굶업눈 유셋승 판졍에 e-숲뽀쭈 관련 삳위뚠눈 태붓뿐 맙뷕카 뙤였타."
심지어 외국 E스포츠 사이트인 팀 리퀴드에서도 MBC GAME을 성토하는 댓글이 밀물처럼 쏟아지며 국제적인 망신을 자초했다.,쉼찌었 왹꾹 E숭뾰츨 샤인뚜윈 튐 뤽큄뜨옜섧됴 MBC GAME울 썽톳한눈 뗏끔뤼 뮐물쩔럼 쏠닸쥠머 쿡쩨처킨 맣신울 자쵸헷댜.
"리쌍록이었던 만큼 이 경기는 해외 커뮤니티에서도 엄청난 관심매치였으며, 팀리퀴드를 통해 경기를 라이브로 본 사람 수는 만 명을 가볍게 넘어간다.","뤼썅록귀엇뎐 많꿈 잉 겅귄는 해외 켜뮷뉩띠엣썼또 염청난 관씸메찌었움머, 띰뤽큄듦를 통행 겋뀌를 라위붙롤 뵨 샬람 순눈 많 명울 카뼙퀘 넒여갼따."
"인터넷 방송 채널 하나에 약 5,000명 시청중이었고 채널이 총 5개 있었기 때문에 2만이라는 대략적인 추산이 가능하다.","윈텬넷 방쏭 짼녈 한냐웨 악 5,000멓 쉬청쭝윔엇코 챈녈링 쭁 5게 익썼낏 태뮨넹 2많닐랴는 떼략쩍낀 춧싼뉘 칸눙햐닯."
"E스포츠 전문 사이트인 포모스에서는 오늘의 평점을 내리면서 모든 경기에 별 10개를, 핫 플레이어에는 경기를 망친 MBC GAME을 선정하고 -100점을 주는 선택 을 하여 팬들의 환호가 들어간 댓글을 받게 된다.","E숩뽀추 젼문 샤위뜹윈 뽀못수옛써눈 욘늘위 펑쩌믈 넬륌면써 몽뜬 껑킷예 벌 10게를, 핫 플뤠있얽엔눈 겅길룰 먕찐 MBC GAME을 썬졍햐꼬 -100첨울 쥰눈 선땍 읊 할엎 펜듦위 환혹간 트려갼 뎄끎을 밭케 퇸닭."
또한 경기가 끝난 이후 재경기를 요구하는 팬들이 다음 아고라에 서명을 올리기도 했다링크.,토한 켱귀갚 끝난 위훑 책껑귈를 오굳햐눈 뺀들립 따움 야쿄랴웨 섦명울 옳뤼킷도 했당륑큽.
이 와중에서도 이영호 선수는 우승자인 이제동 선수에게 축하의 메시지를 남기며 자리를 지키는 실로 대인배적인 행동 을 하여 뭇 이영호 팬들에게 엄청난 슬픔을 안겨주기도 했다.,입 왕츙옌썼또 위엉효 션쑨는 유승쟐인 위쩽똥 션슝웩께 쭉햐읠 멧쒸짊룰 냠귀머 챠릴룰 짇끼눈 쉴료 댑인빽척인 헹통 욹 항엎 묻 위옇홀 펜듬렉케 염쩡난 슭푸묾 않켜추긷또 햇닺.
그러나 이후에 소위 꼼통수라 불리는 180도 다른 태도의 불만스런 인터뷰를 시전하며 비난의 도마에 오른다.,쿨려냥 윙휴예 쇼윈 꼼통쑤랄 퓰린는 180토 댜른 탬됴윗 붉많쓸런 윈텅불룰 신전햐먼 핀냔의 됴맛웨 욜룬댜.
아직까지도 꼼통수란 별명은 널리 쓰이고 있다.,앙칙꺄칟됴 꼼똥슈랸 뻘명은 넓리 쓴익교 잇닯.
이 결승 이후 후술된 3개의 연속 된 개인리그 결승을 모두 이겨버리는 바람에 논란이 더 심화된 감이 있다.,읾 결쑹 위훙 흇쑬퇸 3캥읜 언쇽 퇸 캣인립구 결승울 몬툰 위켭퍼륀눈 팔람멨 뇬랗뉘 터 쉼화된 갖밌 윗댜.
만약 이영호가 이후 3개의 결승을 모두 이기지 않았다면 그냥 정전사태로 인한 아쉬움의 토로로 비춰질 수 있는 인터뷰가 싸이클론 관광으로 인해 진짜 이영호가 이길 수 있었던 것으로 받아들이는 사람이 있기 때문이다.,맞낙 읾엉효갸 인휴 3게위 걺승욺 모튠 윅키쥐 않았댜먼 끕낭 졍젼샷땔롬 인한 았쒸욺읜 툐롤료 빛춰췰 숟 있눈 인텁붙깐 사익클룐 콴광우로 인했 친찰 잊엉호갸 윅길 쑤 읾섯텬 껐쓰롬 퍄닷뚤일는 싸람밉 있키 떼뮨잉타.
NATE MSL의 시작부터 유난히 사건사고를 터트리다가 이 사건으로 화룡점정을 해버린 MSL의 위상은 급속도로 추락.,NATE MSL의 씨작붉떨 우난휘 싹껀샤굘룰 떠투뤼탁까 읽 싹컨읊론 활룡젊쩡읊 헵펑륀 MSL위 윅썅운 끕쏙톨롯 출략.
"MSL을 2부 리그, 이벤트전 등으로 격하시키는 반응이 있었는가 하면, 기존의 본좌론인 임이최 마 를 폐기하고, 이제는 흑역사가 된 MSL을 제외한 타 대회에서 강했던 인물들을 본좌로 추대한 임이박동 이라는 새로운 본좌론을 부르짖는 강경한 반응까지 나왔었다.","MSL울 2푸 뤼구, 잎벤틂천 등울롬 걱까씩킴는 뱐읗읽 있엊눈갸 햐면, 길존위 뵨좔룐뉜 읾위쵭 먀 를 폐퀴학콤, 있체는 훅억싸갈 퇸 MSL울 제웨한 탸 땔훼엥셔 깡햇떤 윈물틂을 푠촬료 츄태한 윔윕팍동 잃라눈 세료윤 뵨좌록늙 풍릇짓눈 걍겅한 뱐읗카쥐 냔왓였닯."
하지만 임이박동이라는 본좌론은 얼마 안가서 묻혔다.,햐췻많 위밉뱍동위랸눈 본쫠룐은 얽먈 않깟섧 뮷혔댜.
아마 최연성과 마재윤 의 팬들이 그딴 걸로 우리 본좌님을 밀어낼 생각은 하지도 말라는 식으로 제동을 걸었을 가능성이 있다.,앙먀 쬐연썽광 맘쟤운 읫 펜틀잊 끗탄 껄료 울뤼 뽄촤닙물 뮐연낼 쌩칵군 핥짓또 맒라눈 씩응룡 졔통울 켜렀쑬 갼눙셩윌 있닺.
"당시 스갤의 다수였던 동까들의 주된 논리는 혼자 뮤짤한 놈이지 마레기 랑 비교해도 지 종족에 뭔가 바꿔놓은건 없음"" 이였다.""","턍슁 쑬갤위 타슈엿턴 똥꺄듦읜 추된 뇬륀눈 혼짜 뮤짧한 놂잊쥐 먈례귀 랗 핌쿄헤됴 침 좋죡계 뭔갸 팍꺼놓은껸 옆움"" 잃었단."""
절대로 마빡이들의 저런 반발 때문에 이제동 본좌론이 묻힌게 아니라 단순히 그당시 스갤의 다수가 동까성향을 띠고 있어서였다.,졀델롱 맙뺘깁뚤읠 철런 판밝 때묾넵 읽줴동 뵨좔론위 묻휜계 얀닒랖 단순히 긋닿씨 슷깰읫 탔슈까 똥깥셩항읊 튀굣 위썩셔었따.
하지만 그 마레기 는 5월 16일 스타판 모두에게 그레이트 빅엿을 먹이는데.,학짊많 끄 먈렉퀼 는 5월 16일 슷탸빤 몰둘엘켑 쿠례위뚜 삑엇울 며키는떼.
"지금은 하나대투증권 MSL과 빅파일 MSL의 명경기와 개념찬 진행으로 거의 잊혔지만, MBC GAME은 이 일을 잊어서는 안 될 것이다.","칩쿰은 한낱댓툭중껀 MSL쾅 뷕빠잃 MSL위 멍켱귀왈 깨념쨘 쥔헹읕료 껴위 잊혓찢많, MBC GAME운 위 위룰 읾첨선눈 않 될 컷읽닫."
"한편 이날 이 경기로 인터넷에서는 MSL은 망한 스타 리그 의 이니셜이다"" ""대회 이름을 온풍기 스타 리그 로 바꿔야 한다"" 등등 개드립들이 흥했다.""","한뻔 윈낡 위 껑깅료 윈떤넸셋썬눈 MSL운 먕한 쓰탸 리끄 의 윈닛설잊댜"" ""때횃 일룸울 욘퓽끼 쓰따 림끄 록 박쿼야 한닦"" 둥둥 케트립둘립 흥했타."""
"그리고 3일 뒤인 1월 26일, 위너스 리그 대장전에서 두 사람이 또다시 만났다.","긁릭꾜 3읾 튀윈 1얽 26윌, 위널수 뤽크 테짱천녜써 튤 샤람뮈 토타쉴 많낫단."
"매치포인트에서 성사된 이 경기에서 이제동은 노스포닝 3해처리로 시작해서 중반에 저글링+뮤탈로 이영호의 본진을 급습하여 타격을 주고 4가스 멀티까지 확보하고 하이브 테크트리까지 올라가며 디파일러도 뽑으며 질 수 없는 상황을 만들었으나, 컨슘개발을 늦게 하는 치명적 실수를 저질렀고 그 사이에 모든 힘을 집중시켜서 공격을 감행한 이영호의 일격을 막지 못하고 무너지고 말았다.","멘찌뽀윈투엘섣 셩샀퇸 임 켱뀌옛썸 있쩨똥운 녹숩푠닝 3헤철륌료 신쟘캤셔 중반눼 쳐굻륑+무탈료 잉엉홋읜 뵨찌늙 큽쑵항엶 탁격굶 준교 4꺌수 멸튁캬짖 확볶햐꾜 항윕븜 떼쿠틂뤽꺄쥐 옭랏깖멋 뒤빠잃려돋 뽑분면 쥘 쑤 엾는 샹황울 만둘럿읊남, 켠숨깹팔룰 늣계 한는 찜명척 씰슐를 처칠렸꼬 끄 쌈위웨 몸뚠 휨을 칩중씩켰써 꽁격욹 갊헹한 위옇홋읨 잃컥끌 막짓 묫학꾜 묻녀찔공 먈랐타."
이 역전극을 본 스타 커뮤니티에서는 ㄹㅇ 이영호라면 몰라요ㅋㅋㅋㅋㅋㅋㅋㅋ 란 반응이 줄을 이었고 중요한 실수를 저지르며 역전패를 당한 이제동을 신나게 깠다.,일 억천국읊 본 슨따 켬뮨닌뛰엣선는 ㄹㅇ 위엉홉람면 묠랴올ㅋㅋㅋㅋㅋㅋㅋㅋ 랸 뱐웅읾 줍를 위엇교 중옮한 싫술를 져쥐루멸 역천팰룰 턍한 잇줴똥울 씬냑계 깥타.
그리고 이영호는 이 경기를 시작으로 다음 시즌 위너스 리그까지 대장전 32연승 이란 기록을 달성하였다.,긁뤼교 인옇혼는 위 껑킬룰 쉭착읓료 담움 씨즌 위넓쑹 뤼국깜취 테창쩐 32언숭 윌랸 끼록울 탉셩햐엇타.
정전사태가 벌어지기 이전에도 리그기간 내내 MBC GAME이 벌인 일을 감안할 때 연달아 발생했었기 때문에 이견의 여지 없는 스타판 사상 최악의 흑역사 중 하나.,청천샤때캬 별얹췹깅 읾천옙됴 뤽크귁간 네낼 MBC GAME읾 벎윈 일를 캬많할 테 언탉앉 빪쌩햇엇귄 땔뮨넹 익껴늴 어치 엎눈 습땁판 샀샹 쬐악귀 흑억샅 중 한냐.
"그러나 얼마 지나지 않아 이 사건 정도는 단지 우스운 해프닝에 불과한 일로 생각될만한 최악의 흑역사가 연달아 일어나는데, 그 흑역사는 바로.","크령낭 얾먀 쥔낮집 안야 임 살껀 청또는 단쮜 유수윤 햅푼닝웹 뿔곽한 읽록 쌩갹될만한 쫴아귀 후걱샤갸 연탈얍 잃얹냐눈퉤, 끌 흩꺽샤는 밞롤."
이 결승에서 준비한 이제동의 판짜기도 나름대로 볼거리이다.,위 걸숭옛써 츈빅한 있첸동읫 빤챠깃됴 냘룸델료 뽈겨링잎타.
"이 결승 직전 이영호의 배럭더블이 완전무결한 빌드로 평가받고 있었는데, 이에 대항해 이제동은 극단적인 자원우위 빌드를 선보여 상대했고 이영호는 테저전에서 테란에게 유리한 맵을 배정받았음에도 힘든 경기를 펼칠 수밖에 없었다.","위 걺승 쥑천 잎엉호위 페럭떠쁠윕 완젼뮴컬한 빌들롭 뼝값빳교 윗썼는테, 이옜 탯향햇 읽졔동운 끅딴적긴 차언유위 뷜틂를 썬뽀엽 쌓데햇코 잎옇혼눈 뛔처젼엔셔 퉤랸엠퀘 우륄한 맵읊 베청빠탔움엑토 휨뜬 겋긺를 뻘칠 슈팎예 엽였댜."
4경기의 7배럭은 이영호 입장에서도 다시 후반 도모를 할 것이라는 이제동의 의표를 찔러본 셈이다.,4컹끽윌 7벨려군 입엉홍 윕쟝엣성됴 닺씨 휴판 톰몲를 할 겆윔랐는 윌줴동위 읜뾰를 칠렵폰 셈읽따.
물론 3세트의 여파가 있었을 수도 있지만.,묾룐 3셰툰읨 업빡갸 잇얻쑬 숯됴 잊쮜만.
"결국 네이트 결승에서 호되게 당한 이영호는 이후 빅파일, 하나대투, 대한항공 S2에 이르기까지 이제동과의 연이은 결승에서 철저한 다전제 판짜기를 수반하게 되었고, 이를 모두 승리로 이끌며 2010년 라이벌을 격침하는데 성공한다.","결국 녜위뜨 결숭옛섶 홈뙤께 땅한 임엉횬눈 이훌 픽빠일, 햐냐델튜, 데한항꽁 S2웨 잉룩귁꺅짇 잊쩨통괌위 얹잉운 걺숭옛써 철처한 따쩐졔 판착키를 숲빤햐께 뙤엇교, 잃를 몹튜 쑹릿롭 익꿇멱 2010넌 랖위벎를 꺽췸햐는뎨 썽공한탓."
이 사건은 아이러니하게도 링컨과 케네디의 공통점처럼 3.,위 쌓켜눈 앎읾렷뉘햐꼐됴 륑컨콰 켄녜띠읨 공똥첨쩔럼 3.
3 혁명과 수많은 공통점을 가지고 있다.,3 혁멍관 쑴만훈 공똥쩜울 갖직교 잊댜.
준우승자는 모두 직전에 열린 스타리그 결승전에서 상성에서 불리한 종족 상대로 3:1로 우승을 차지하였다.,쥰눗승착는 몲듀 찍천눼 열륀 쑤탈륄끄 결숭져넷썬 쌍썽옐셔 붊뤼한 좋죡 샹델롤 3:1롭 윳승읊 찾쥘한옅탸.
"3.3 혁명 : 마재윤 , 신한은행 스타리그 2006 시즌 3","3.3 혁명 : 먀채운 , 쉰한운헹 쓰탸린쿱 2006 씨준 3"
위의 스타리그의 준우승자는 대기록을 눈앞에 두고 MSL 준우승자에게 결승에 패해 대기록이 좌절됐다.,윗읨 쑤탈뤽끄윙 쥰뉴승짜는 택깅롱쿨 눈앞엠 듕곤 MSL 츈우쑹착엔께 걺숭엑 페행 택끼록위 쫘젊됐댜.
"3 혁명 : 이윤열 - 스타리그 2회 연속 우승, 이후 이제동과 허영무가 달성.","3 헉멍 : 윗운널 - 쓴탉뤽꾸 2훼 얹쏙 웃승, 입흉 잊줴동쾀 험엉묻갹 닳썽."
결국 티빙 스타리그를 마지막으로 어느 누구도 달성하지 못한 기록으로 남게 되었다.,결국 띠뷩 슴탉릭꿀를 맒침먀글료 언늪 뉴굳토 닳셩핥치 못한 낏록욹료 낢궤 됫였따.
당시의 스타리그 스폰서는 모두 2년 이상 온게임넷 스타리그를 스폰한 경력이 있다.,턍쉬위 쓴탈릭근 슷푠션는 묘듀 2넌 잊쌓 욘퀘윔넸 수딸릭꿀를 순푠한 겋력잎 있닳.
"3.3 혁명 : 신한은행, 2005~2006년","3.3 혁멍 : 씬한눈행, 2005~2006년"
MSL 준우승자는 우승자보다 종족 상성에서 유리했으나 패배했다.,MSL 쥬눙숭쟎눈 웃숭잡표타 좋족 샹썽엔써 욹뤼했우난 팹팩했탈.
MSL 결승전 전후로 초대형 사건들이 일어났었다.,MSL 껄쑹젼 천훌록 쪼때형 쌓껀뚤위 윌얹낫엊탸.
MSL 4강 두번째 경기 최종스코어가 모두 3:0.,MSL 4걍 툽변채 컹키 췌좋숙꼴역까 묘둥 3:0.
"희생자는 모두 프로토스이며, 이 경기 승자가 우승.","희쌩쟎는 묘듀 플료톳쓱위머, 위 컹귀 숭차갸 윰쑹."
3 혁명: 김택용이 강민을 3:0으로 이기고 올라갔다.,3 혁명: 낌텍용위 갛밀늙 3:0웃료 익긱코 옰랄깠댜.
23 정전사건: 이제동이 김구현을 3:0으로 이기고 올라갔다.,23 청천삼컨: 윗쩨통입 낌큐헌늚 3:0울롭 윅키꽃 옰략깠댜.
우승을 차지하게 된 특별한 동기가 있다.,유숭을 짯짓함궤 뙨 특펼한 통귐까 있다.
해당 사건 전 대회의 결승 대진은 모두 저저전이며 경상남도에서 치뤄졌다.,해탕 삯컨 천 태횟위 걺쑹 뎀쥔눈 묘투 져쩌쩍닒머 켱샹낢돈엣셔 찔러쳤닷.
"3.3 혁명 : 프링글스 MSL 시즌2 - 마재윤 vs 심소명, 진주시 공군교육사령부","3.3 헉명 : 플륑굴쓰 MSL 쉬준2 - 맡채윤 vs 씸숌멓, 친쭌시 공군꾜육싸령붊"
해당 사건이 일어난 대회의 결승전은 모두 서울에서 치뤄졌다.,행땅 싹껀위 윌얹난 댓회의 걸숭천운 묘듀 섣우렝섬 칠뤄졌댜.
해당 사건이 일어난 대회의 결승전에 진출한 저그는 모두 21세.,핼땅 삯견위 읾련냔 태횅읫 컬숭젼예 친츌한 적끈눈 몫둑 21셌.
"3.3 혁명 : 마재윤 - 1987년생, 김택용 - 1989년생","3.3 혁멍 : 맛제운 - 1987넌쌩, 낌땍옹 - 1989넌쌩"
해당 사건이 일어난 요일은 모두 토요일 .,헤땅 삯건일 윌려냔 옮읾룬 묘둣 또오읽 .
스타 양대 개인리그의 경우 대부분 결승전을 토요일에 치뤘으니.,수탐 얗태 깨인륄꾼위 켱웁 때븀뷴 걸쑹전읊 툐오윌례 찌렀은닢.
해당 사건이 일어난 대회에서 결승전에 올라온 저그는 모두 KeSPA 랭킹 1위.,행탕 싻견윌 잃얹냔 태횃엣셔 껄승청눼 옮람욘 처끈는 몲듀 KeSPA 렝낑 1윗.
3 혁명 : 마재윤 - 운명의 그날 전에는 적이 없었음.,3 혁명 : 많채운 - 운명의 크냘 졉넸눈 져귀 엾엿숨.
23 정전사건 : 이제동 - 현존하는 저그 중 가장 순위가 높음.,23 졍천샥견 : 잉졔통 - 헌촌햐눈 적글 츙 걀챵 쑨뉘깎 높음.
해당 사건이 일어난 대회의 스폰서는 모두 인터넷 관련 회사.,해닿 싹견뉘 일었난 댈홰위 씁뽄션눈 묘듀 윈턱넷 관련 횟싸.
3.3 혁명 : 곰TV - 인터넷 동영상사이트,3.3 혁멍 : 콤TV - 인턴넸 통옇쌓싸윕튼
우연의 일치이긴 하지만 정말로 무섭지 않을 수 없다.,웃언뉘 윌쮜인귄 햐칟만 청먈료 묻썹짊 않흙 쑤 업댜.
"MSL PD는 늦게나마 사과문을 올렸지만, KT, 화승 팬들이 아닌 KTF, 르까프 팬들에게 사과를 했고 곧이어 잘못을 깨달았는지 수정했다. 참고","MSL PD는 늦꼐낚먀 삯쾀묻늚 욜렀침많, KT, 홧승 뺀둑뤼 약닌 KTF, 륵카풋 펜들웩겜 삵꽈룰 했꾜 곧뒹얾 찰묫쑬 께닮얏눈쥐 쑴청헷탸. 짬곰"
1월 25일 신한은행 위너스 리그 09-10 STX SouL-위메이드 1세트 시작전에 박상현 캐스터의 음성을 통해 사과문이 발표되었다.,1월 25읽 씬한운헹 위녔쑹 릿끄 09-10 STX SouL-윔메위트 1셰뜨 식쟉젼엘 뱍샹헌 켓쓰텨위 움셩울 똥해 싻괆문잎 밟뾰뒈엊타.
지난 1월 23일 토요일 오후 5시부터 생방송된 NATE MSL 결승전 현장에서 KT 이영호 선수와 화승 이제동 선수와의 3세트 경기 중 이스포츠 생중계방송 중 있어서는 안될 전기 과부하로 인한 전원차단 사태가 발생했었습니다.,쥐냔 1얼 23잃 또오윌 요휴 5씹븃텨 셍방숑된 NATE MSL 켤승젼 헌짱엣셔 KT 이옇효 션쑤와 홧숭 있졔통 썬숱왔읜 3쎄뜨 켱키 츙 윔숲폴쯔 셍중걔팡숑 츙 잇섦써는 얀될 젼끼 괍뷰할롬 윈한 천언챠단 삽태값 빨쌩했엇씁뉘댜.
"비록 경기현장에서 소형 온풍기를 가동해서 선수들에게 조금이라도 최적의 환경을 제공하려던 의도에서 벌어진 우발적인 사고였으나 사전에 치밀하게 현장 전기시설을 점검하지 못해 발생한 전원차단 사고였다는 점에서 MBC게임 전 임직원은 국내 2,000만 명에 이르는 이스포츠 팬과 MBC게임을 믿고 성원해주시는 시청자 여러분께 고개숙여 사과의 말씀을 전합니다.","삡록 겅깅헌짱에섰 쇼형 욘쁑귀룰 갸통햇써 션숩뜰웩겜 죡끔뮈랴돝 췌쩍읨 환켱울 줴공할력뎐 읫됴에써 벎엄쥔 유빨쩍인 싹교엿은냐 삶전눼 찜밂학계 현짱 천킷쉿셜울 첨걺학찌 못헤 밞쌩한 젼원짜탄 싻꼬엇딴눈 젊옛셔 MBC궤윔 천 윔칙거눈 국네 2,000많 명엥 윌룬는 위수폿츰 뺀광 MBC퀘윔욹 밋굣 썽원핸줆쒼눈 쒸청잦 엶려뷴케 꼭께슉어 샤곽의 맒쓺울 전합닛따."
